"","Time","Latitude","Longitud","Wind","Pressure","CO2","Population"
"44223",600,24.8,-87.6,155,897,29254.906,6541906944
"44224",1200,25.2,-88.3,140,908,29254.906,6541906944
"44225",1800,25.6,-89.1,125,913,29254.906,6541906944
"44226",0,26,-89.9,120,915,29254.906,6541906944
"44227",600,26.5,-90.7,115,924,29254.906,6541906944
"44228",1200,27.1,-91.5,115,927,29254.906,6541906944
"44229",1800,27.8,-92.3,110,930,29254.906,6541906944
"44230",0,28.6,-93,105,931,29254.906,6541906944
"44231",600,29.4,-93.6,100,935,29254.906,6541906944
"44232",740,29.7,-93.7,100,937,29254.906,6541906944
"44233",1200,30.5,-94.1,65,949,29254.906,6541906944
"44234",1800,31.6,-94.1,45,974,29254.906,6541906944
"44235",0,32.7,-94,35,982,29254.906,6541906944
"44236",600,33.7,-93.6,30,989,29254.906,6541906944
"44237",1200,34.7,-92.5,25,995,29254.906,6541906944
"44238",1800,35.8,-91.4,25,1000,29254.906,6541906944
"44239",0,37,-90.1,20,1003,29254.906,6541906944
"44240",600,39.5,-88,20,1006,29254.906,6541906944
"44241",1200,11.8,-32.7,25,1009,29254.906,6541906944
"44242",1800,12.2,-33,30,1007,29254.906,6541906944
"44243",0,12.7,-33.3,30,1006,29254.906,6541906944
"44244",600,13.3,-33.5,30,1008,29254.906,6541906944
"44245",1200,13.8,-33.7,30,1008,29254.906,6541906944
"44246",1800,14.4,-33.9,30,1008,29254.906,6541906944
"44247",0,15,-33.8,30,1008,29254.906,6541906944
"44248",600,15.7,-34.3,25,1008,29254.906,6541906944
"44249",1200,16.6,-35.3,25,1009,29254.906,6541906944
"44250",1200,18.9,-85.6,25,1007,29254.906,6541906944
"44251",1800,19.1,-86.2,30,1005,29254.906,6541906944
"44252",0,19.3,-86.7,30,1004,29254.906,6541906944
"44253",600,19.5,-87.2,40,1003,29254.906,6541906944
"44254",1000,19.6,-87.5,35,1003,29254.906,6541906944
"44255",1200,19.8,-87.9,35,1003,29254.906,6541906944
"44256",1800,20.3,-88.8,35,1004,29254.906,6541906944
"44257",0,20.5,-89.8,30,1003,29254.906,6541906944
"44258",600,20.5,-91,35,1003,29254.906,6541906944
"44259",1200,20.3,-91.7,40,1000,29254.906,6541906944
"44260",1800,20.1,-92.2,50,997,29254.906,6541906944
"44261",0,19.8,-93.2,55,990,29254.906,6541906944
"44262",600,19.2,-94.1,65,987,29254.906,6541906944
"44263",1200,18.6,-94.9,70,977,29254.906,6541906944
"44264",1800,17.9,-95.6,45,988,29254.906,6541906944
"44265",0,17.2,-96.4,30,1000,29254.906,6541906944
"44266",600,16.9,-97,25,1004,29254.906,6541906944
"44274",600,27.3,-79.7,35,1006,29254.906,6541906944
"44275",1200,28.3,-80.2,40,1004,29254.906,6541906944
"44276",1800,29.5,-80.9,45,1001,29254.906,6541906944
"44277",2300,30.4,-81.4,45,1002,29254.906,6541906944
"44278",0,30.5,-81.6,45,1002,29254.906,6541906944
"44279",600,31.3,-82.8,35,1005,29254.906,6541906944
"44280",1200,31.8,-84.6,25,1005,29254.906,6541906944
"44281",1800,31.2,-85.8,15,1006,29254.906,6541906944
"44282",0,30.3,-85.6,10,1005,29254.906,6541906944
"44283",600,26.1,-57.4,30,1009,29254.906,6541906944
"44284",1200,27.7,-58.5,30,1008,29254.906,6541906944
"44285",1800,28.8,-60.1,30,1009,29254.906,6541906944
"44286",0,29.3,-62,25,1009,29254.906,6541906944
"44287",600,29.3,-63.3,25,1009,29254.906,6541906944
"44288",1200,29.5,-64.5,25,1009,29254.906,6541906944
"44289",1800,30,-65.2,25,1009,29254.906,6541906944
"44290",0,30.7,-66,25,1009,29254.906,6541906944
"44291",600,31.6,-67.5,25,1009,29254.906,6541906944
"44292",1200,32.5,-68.9,30,1009,29254.906,6541906944
"44293",1800,33.5,-70,30,1008,29254.906,6541906944
"44294",0,34.3,-71,30,1008,29254.906,6541906944
"44295",600,35.5,-71.7,30,1008,29254.906,6541906944
"44296",1200,36.7,-71.8,30,1008,29254.906,6541906944
"44297",1800,37.8,-71.7,30,1008,29254.906,6541906944
"44298",0,38.5,-71.9,30,1009,29254.906,6541906944
"44299",600,38.8,-72.4,30,1010,29254.906,6541906944
"44300",1200,38.9,-73,35,1011,29254.906,6541906944
"44301",1800,38.7,-73.5,40,1011,29254.906,6541906944
"44302",0,38.3,-73.5,40,1010,29254.906,6541906944
"44303",600,37.7,-73.5,40,1010,29254.906,6541906944
"44304",1200,37.2,-73,40,1008,29254.906,6541906944
"44305",1800,37.8,-73,40,1006,29254.906,6541906944
"44306",0,38,-73.4,40,1006,29254.906,6541906944
"44307",600,37.6,-73.8,40,1005,29254.906,6541906944
"44308",1200,38.6,-73.8,35,1005,29254.906,6541906944
"44309",1800,39.6,-73.8,30,1005,29254.906,6541906944
"44310",600,32.9,-20.6,40,1001,29254.906,6541906944
"44311",1200,33,-20.3,45,1000,29254.906,6541906944
"44312",1800,33.1,-20.1,45,1000,29254.906,6541906944
"44313",0,33.2,-20,45,999,29254.906,6541906944
"44314",600,33.4,-19.6,50,998,29254.906,6541906944
"44315",1200,33.8,-19.3,55,995,29254.906,6541906944
"44316",1800,34.1,-18.9,65,988,29254.906,6541906944
"44317",0,34.3,-18.3,60,990,29254.906,6541906944
"44318",600,34.5,-17.2,50,992,29254.906,6541906944
"44319",1200,34.7,-15.3,45,995,29254.906,6541906944
"44320",1800,35.4,-12.8,35,998,29254.906,6541906944
"44321",0,36.1,-10.5,30,1000,29254.906,6541906944
"44322",1800,17.6,-78.5,25,1004,29254.906,6541906944
"44323",0,17.6,-78.8,25,1004,29254.906,6541906944
"44324",600,17.5,-79,30,1003,29254.906,6541906944
"44325",1200,17.5,-79.2,30,1003,29254.906,6541906944
"44326",1800,17.5,-79.4,30,1002,29254.906,6541906944
"44327",0,17.4,-79.6,30,1001,29254.906,6541906944
"44328",600,16.9,-79.6,35,1000,29254.906,6541906944
"44329",1200,16.3,-79.7,40,999,29254.906,6541906944
"44330",1800,16,-79.8,45,997,29254.906,6541906944
"44331",0,15.8,-79.9,55,988,29254.906,6541906944
"44332",600,15.7,-79.9,60,982,29254.906,6541906944
"44333",1200,16.2,-80.3,65,979,29254.906,6541906944
"44334",1800,16.6,-81.1,75,975,29254.906,6541906944
"44335",0,16.6,-81.8,130,946,29254.906,6541906944
"44336",600,17,-82.2,150,892,29254.906,6541906944
"44337",1200,17.3,-82.8,160,882,29254.906,6541906944
"44338",1800,17.4,-83.4,140,892,29254.906,6541906944
"44339",0,17.9,-84,135,892,29254.906,6541906944
"44340",600,18.1,-84.7,130,901,29254.906,6541906944
"44341",1200,18.3,-85.2,130,910,29254.906,6541906944
"44342",1800,18.6,-85.5,130,917,29254.906,6541906944
"44343",0,19.1,-85.8,130,924,29254.906,6541906944
"44344",600,19.5,-86.1,130,930,29254.906,6541906944
"44345",1200,20.1,-86.4,125,929,29254.906,6541906944
"44346",1800,20.3,-86.7,120,926,29254.906,6541906944
"44347",2145,20.6,-86.8,130,927,29254.906,6541906944
"44348",0,20.6,-86.8,120,930,29254.906,6541906944
"44349",330,20.8,-86.9,115,933,29254.906,6541906944
"44350",600,20.8,-87,110,935,29254.906,6541906944
"44351",1200,21,-87.1,100,947,29254.906,6541906944
"44352",1800,21.3,-87.1,85,958,29254.906,6541906944
"44353",0,21.6,-87,85,960,29254.906,6541906944
"44354",600,21.8,-86.8,85,962,29254.906,6541906944
"44355",1200,22.4,-86.1,85,961,29254.906,6541906944
"44356",1800,23.1,-85.4,90,963,29254.906,6541906944
"44357",0,24,-84.3,95,958,29254.906,6541906944
"44358",600,25,-83.1,110,953,29254.906,6541906944
"44359",1030,25.9,-81.7,105,950,29254.906,6541906944
"44360",1200,26.2,-81,95,950,29254.906,6541906944
"44361",1800,28,-78.8,105,955,29254.906,6541906944
"44362",0,30.1,-76,110,955,29254.906,6541906944
"44363",600,33.3,-72,100,963,29254.906,6541906944
"44364",1200,36.8,-67.9,90,970,29254.906,6541906944
"44365",1800,40.5,-63.5,75,976,29254.906,6541906944
"44366",0,42.5,-60,60,978,29254.906,6541906944
"44367",600,44,-57.5,55,982,29254.906,6541906944
"44368",1200,45,-55,50,986,29254.906,6541906944
"44369",1800,45.5,-52,40,990,29254.906,6541906944
"44370",1200,15.8,-67.5,30,1007,29254.906,6541906944
"44371",1800,16.5,-68.5,35,1005,29254.906,6541906944
"44372",0,17.3,-69.6,45,1000,29254.906,6541906944
"44373",600,17.8,-70.5,45,998,29254.906,6541906944
"44374",1000,18.3,-71.3,45,1000,29254.906,6541906944
"44375",1200,18.6,-72.2,35,1002,29254.906,6541906944
"44376",1800,19.8,-72.7,30,1004,29254.906,6541906944
